permno,adate,qdate,public_date,bm,TICKER
19596,1994-12-31,1994-12-31,1995-03-31,,UAL
19596,1994-12-31,1994-12-31,1995-04-30,,UAL
19596,1994-12-31,1995-03-31,1995-05-31,,UAL
19596,1994-12-31,1995-03-31,1995-06-30,,UAL
19596,1994-12-31,1995-03-31,1995-07-31,,UAL
19596,1994-12-31,1995-06-30,1995-08-31,,UAL
19596,1994-12-31,1995-06-30,1995-09-30,,UAL
19596,1994-12-31,1995-06-30,1995-10-31,,UAL
19596,1994-12-31,1995-09-30,1995-11-30,,UAL
19596,1994-12-31,1995-09-30,1995-12-31,,UAL
19596,1994-12-31,1995-09-30,1996-01-31,,UAL
19596,1995-12-31,1995-12-31,1996-02-29,,UAL
19596,1995-12-31,1995-12-31,1996-03-31,,UAL
19596,1995-12-31,1995-12-31,1996-04-30,,UAL
19596,1995-12-31,1996-03-31,1996-05-31,,UAL
19596,1995-12-31,1996-03-31,1996-06-30,,UAL
19596,1995-12-31,1996-03-31,1996-07-31,,UAL
19596,1995-12-31,1996-06-30,1996-08-31,0.117,UAL
19596,1995-12-31,1996-06-30,1996-09-30,0.117,UAL
19596,1995-12-31,1996-06-30,1996-10-31,0.117,UAL
19596,1995-12-31,1996-09-30,1996-11-30,0.306,UAL
19596,1995-12-31,1996-09-30,1996-12-31,0.306,UAL
19596,1995-12-31,1996-09-30,1997-01-31,0.306,UAL
19596,1996-12-31,1996-12-31,1997-02-28,0.008,UAL
19596,1996-12-31,1996-12-31,1997-03-31,0.008,UAL
19596,1996-12-31,1996-12-31,1997-04-30,0.008,UAL
19596,1996-12-31,1997-03-31,1997-05-31,0.324,UAL
19596,1996-12-31,1997-03-31,1997-06-30,0.324,UAL
19596,1996-12-31,1997-03-31,1997-07-31,0.324,UAL
19596,1996-12-31,1997-06-30,1997-08-31,0.391,UAL
19596,1996-12-31,1997-06-30,1997-09-30,0.391,UAL
19596,1996-12-31,1997-06-30,1997-10-31,0.391,UAL
19596,1996-12-31,1997-09-30,1997-11-30,0.470,UAL
19596,1996-12-31,1997-09-30,1997-12-31,0.470,UAL
19596,1996-12-31,1997-09-30,1998-01-31,0.470,UAL
19596,1997-12-31,1997-12-31,1998-02-28,0.233,UAL
19596,1997-12-31,1997-12-31,1998-03-31,0.233,UAL
19596,1997-12-31,1997-12-31,1998-04-30,0.233,UAL
19596,1997-12-31,1998-03-31,1998-05-31,0.478,UAL
19596,1997-12-31,1998-03-31,1998-06-30,0.478,UAL
19596,1997-12-31,1998-03-31,1998-07-31,0.478,UAL
19596,1997-12-31,1998-06-30,1998-08-31,0.657,UAL
19596,1997-12-31,1998-06-30,1998-09-30,0.657,UAL
19596,1997-12-31,1998-06-30,1998-10-31,0.657,UAL
19596,1997-12-31,1998-09-30,1998-11-30,0.960,UAL
19596,1997-12-31,1998-09-30,1998-12-31,0.960,UAL
19596,1997-12-31,1998-09-30,1999-01-31,0.960,UAL
19596,1998-12-31,1998-12-31,1999-02-28,0.745,UAL
19596,1998-12-31,1998-12-31,1999-03-31,0.745,UAL
19596,1998-12-31,1998-12-31,1999-04-30,0.745,UAL
19596,1998-12-31,1999-03-31,1999-05-31,0.857,UAL
19596,1998-12-31,1999-03-31,1999-06-30,0.857,UAL
19596,1998-12-31,1999-03-31,1999-07-31,0.857,UAL
19596,1998-12-31,1999-06-30,1999-08-31,1.402,UAL
19596,1998-12-31,1999-06-30,1999-09-30,1.402,UAL
19596,1998-12-31,1999-06-30,1999-10-31,1.402,UAL
19596,1998-12-31,1999-09-30,1999-11-30,1.475,UAL
19596,1998-12-31,1999-09-30,1999-12-31,1.475,UAL
19596,1998-12-31,1999-09-30,2000-01-31,1.475,UAL
19596,1999-12-31,1999-12-31,2000-02-29,1.189,UAL
19596,1999-12-31,1999-12-31,2000-03-31,1.189,UAL
19596,1999-12-31,1999-12-31,2000-04-30,1.189,UAL
19596,1999-12-31,2000-03-31,2000-05-31,1.675,UAL
19596,1999-12-31,2000-03-31,2000-06-30,1.675,UAL
19596,1999-12-31,2000-03-31,2000-07-31,1.675,UAL
19596,1999-12-31,2000-06-30,2000-08-31,1.791,UAL
19596,1999-12-31,2000-06-30,2000-09-30,1.791,UAL
19596,1999-12-31,2000-06-30,2000-10-31,1.791,UAL
19596,1999-12-31,2000-09-30,2000-11-30,2.351,UAL
19596,1999-12-31,2000-09-30,2000-12-31,2.351,UAL
19596,1999-12-31,2000-09-30,2001-01-31,2.351,UAL
19596,2000-12-31,2000-12-31,2001-02-28,2.625,UAL
19596,2000-12-31,2000-12-31,2001-03-31,2.625,UAL
19596,2000-12-31,2000-12-31,2001-04-30,2.625,UAL
19596,2000-12-31,2001-03-31,2001-05-31,3.522,UAL
19596,2000-12-31,2001-03-31,2001-06-30,3.522,UAL
19596,2000-12-31,2001-03-31,2001-07-31,3.522,UAL
19596,2000-12-31,2001-06-30,2001-08-31,3.076,UAL
19596,2000-12-31,2001-06-30,2001-09-30,3.076,UAL
19596,2000-12-31,2001-06-30,2001-10-31,3.076,UAL
19596,2000-12-31,2001-09-30,2001-11-30,3.322,UAL
19596,2000-12-31,2001-09-30,2001-12-31,3.322,UAL
19596,2000-12-31,2001-09-30,2002-01-31,3.322,UAL
19596,2001-12-31,2001-12-31,2002-02-28,1.716,UAL
19596,2001-12-31,2001-12-31,2002-03-31,1.716,UAL
19596,2001-12-31,2001-12-31,2002-04-30,1.716,UAL
19596,2001-12-31,2002-03-31,2002-05-31,3.086,UAL
19596,2001-12-31,2002-03-31,2002-06-30,3.086,UAL
19596,2001-12-31,2002-03-31,2002-07-31,3.086,UAL
19596,2001-12-31,2002-06-30,2002-08-31,3.435,UAL
19596,2001-12-31,2002-06-30,2002-09-30,3.435,UAL
19596,2001-12-31,2002-06-30,2002-10-31,3.435,UAL
19596,2001-12-31,2002-09-30,2002-11-30,9.201,UAL
19596,2001-12-31,2002-09-30,2002-12-31,9.201,UAL
19596,2001-12-31,2002-09-30,2003-01-31,9.201,UAL
19596,2002-12-31,2002-12-31,2003-02-28,,UAL
19596,2002-12-31,2002-12-31,2003-03-31,,UAL
19596,2002-12-31,2002-12-31,2003-04-30,,UAL
19596,2002-12-31,2003-03-31,2003-05-31,,UAL
21020,1978-12-31,1979-09-30,1980-01-31,2.714,AMR
21020,1979-12-31,1979-12-31,1980-02-29,3.070,AMR
21020,1979-12-31,1979-12-31,1980-03-31,3.070,AMR
21020,1979-12-31,1979-12-31,1980-04-30,3.070,AMR
21020,1979-12-31,1980-03-31,1980-05-31,3.416,AMR
21020,1979-12-31,1980-03-31,1980-06-30,3.416,AMR
21020,1979-12-31,1980-03-31,1980-07-31,3.416,AMR
21020,1979-12-31,1980-06-30,1980-08-31,3.612,AMR
21020,1979-12-31,1980-06-30,1980-09-30,3.612,AMR
21020,1979-12-31,1980-06-30,1980-10-31,3.612,AMR
21020,1979-12-31,1980-09-30,1980-11-30,3.736,AMR
21020,1979-12-31,1980-09-30,1980-12-31,3.736,AMR
21020,1979-12-31,1980-09-30,1981-01-31,3.736,AMR
21020,1980-12-31,1980-12-31,1981-02-28,3.062,AMR
21020,1980-12-31,1980-12-31,1981-03-31,3.062,AMR
21020,1980-12-31,1980-12-31,1981-04-30,3.062,AMR
21020,1980-12-31,1981-03-31,1981-05-31,1.915,AMR
21020,1980-12-31,1981-03-31,1981-06-30,1.915,AMR
21020,1980-12-31,1981-03-31,1981-07-31,1.915,AMR
21020,1980-12-31,1981-06-30,1981-08-31,1.692,AMR
21020,1980-12-31,1981-06-30,1981-09-30,1.692,AMR
21020,1980-12-31,1981-06-30,1981-10-31,1.692,AMR
21020,1980-12-31,1981-09-30,1981-11-30,2.235,AMR
21020,1980-12-31,1981-09-30,1981-12-31,2.235,AMR
21020,1980-12-31,1981-09-30,1982-01-31,2.235,AMR
21020,1981-12-31,1981-12-31,1982-02-28,2.576,AMR
21020,1981-12-31,1981-12-31,1982-03-31,2.576,AMR
21020,1981-12-31,1981-12-31,1982-04-30,2.576,AMR
21020,1981-12-31,1982-03-31,1982-05-31,1.918,AMR
21020,1981-12-31,1982-03-31,1982-06-30,1.918,AMR
21020,1981-12-31,1982-03-31,1982-07-31,1.918,AMR
21020,1981-12-31,1982-06-30,1982-08-31,1.469,AMR
21020,1981-12-31,1982-06-30,1982-09-30,1.469,AMR
21020,1981-12-31,1982-06-30,1982-10-31,1.469,AMR
21020,1981-12-31,1982-09-30,1982-11-30,1.806,AMR
21020,1981-12-31,1982-09-30,1982-12-31,1.806,AMR
21020,1981-12-31,1982-09-30,1983-01-31,1.806,AMR
21020,1982-12-31,1982-12-31,1983-02-28,0.980,AMR
21020,1982-12-31,1982-12-31,1983-03-31,0.980,AMR
21020,1982-12-31,1982-12-31,1983-04-30,0.980,AMR
21020,1982-12-31,1983-03-31,1983-05-31,0.885,AMR
21020,1982-12-31,1983-03-31,1983-06-30,0.885,AMR
21020,1982-12-31,1983-03-31,1983-07-31,0.885,AMR
21020,1982-12-31,1983-06-30,1983-08-31,0.659,AMR
21020,1982-12-31,1983-06-30,1983-09-30,0.659,AMR
21020,1982-12-31,1983-06-30,1983-10-31,0.659,AMR
21020,1982-12-31,1983-09-30,1983-11-30,0.982,AMR
21020,1982-12-31,1983-09-30,1983-12-31,0.982,AMR
21020,1982-12-31,1983-09-30,1984-01-31,0.982,AMR
21020,1983-12-31,1983-12-31,1984-02-29,0.805,AMR
21020,1983-12-31,1983-12-31,1984-03-31,0.805,AMR
21020,1983-12-31,1983-12-31,1984-04-30,0.805,AMR
21020,1983-12-31,1984-03-31,1984-05-31,0.908,AMR
21020,1983-12-31,1984-03-31,1984-06-30,0.908,AMR
21020,1983-12-31,1984-03-31,1984-07-31,0.908,AMR
21020,1983-12-31,1984-06-30,1984-08-31,1.088,AMR
21020,1983-12-31,1984-06-30,1984-09-30,1.088,AMR
21020,1983-12-31,1984-06-30,1984-10-31,1.088,AMR
21020,1983-12-31,1984-09-30,1984-11-30,1.308,AMR
21020,1983-12-31,1984-09-30,1984-12-31,1.308,AMR
21020,1983-12-31,1984-09-30,1985-01-31,1.308,AMR
21020,1984-12-31,1984-12-31,1985-02-28,0.996,AMR
21020,1984-12-31,1984-12-31,1985-03-31,0.996,AMR
21020,1984-12-31,1984-12-31,1985-04-30,0.996,AMR
21020,1984-12-31,1985-03-31,1985-05-31,0.866,AMR
21020,1984-12-31,1985-03-31,1985-06-30,0.866,AMR
21020,1984-12-31,1985-03-31,1985-07-31,0.866,AMR
21020,1984-12-31,1985-06-30,1985-08-31,0.844,AMR
21020,1984-12-31,1985-06-30,1985-09-30,0.844,AMR
21020,1984-12-31,1985-06-30,1985-10-31,0.844,AMR
21020,1984-12-31,1985-09-30,1985-11-30,1.075,AMR
21020,1984-12-31,1985-09-30,1985-12-31,1.075,AMR
21020,1984-12-31,1985-09-30,1986-01-31,1.075,AMR
21020,1985-12-31,1985-12-31,1986-02-28,1.018,AMR
21020,1985-12-31,1985-12-31,1986-03-31,1.018,AMR
21020,1985-12-31,1985-12-31,1986-04-30,1.018,AMR
21020,1985-12-31,1986-03-31,1986-05-31,0.748,AMR
21020,1985-12-31,1986-03-31,1986-06-30,0.748,AMR
21020,1985-12-31,1986-03-31,1986-07-31,0.748,AMR
21020,1985-12-31,1986-06-30,1986-08-31,0.824,AMR
21020,1985-12-31,1986-06-30,1986-09-30,0.824,AMR
21020,1985-12-31,1986-06-30,1986-10-31,0.824,AMR
21020,1985-12-31,1986-09-30,1986-11-30,0.839,AMR
21020,1985-12-31,1986-09-30,1986-12-31,0.839,AMR
21020,1985-12-31,1986-09-30,1987-01-31,0.839,AMR
21020,1986-12-31,1986-12-31,1987-02-28,0.942,AMR
21020,1986-12-31,1986-12-31,1987-03-31,0.942,AMR
21020,1986-12-31,1986-12-31,1987-04-30,0.942,AMR
21020,1986-12-31,1987-03-31,1987-05-31,0.977,AMR
21020,1986-12-31,1987-03-31,1987-06-30,0.977,AMR
21020,1986-12-31,1987-03-31,1987-07-31,0.977,AMR
21020,1986-12-31,1987-06-30,1987-08-31,0.902,AMR
21020,1986-12-31,1987-06-30,1987-09-30,0.902,AMR
21020,1986-12-31,1987-06-30,1987-10-31,0.902,AMR
21020,1986-12-31,1987-09-30,1987-11-30,0.993,AMR
21020,1986-12-31,1987-09-30,1987-12-31,0.993,AMR
21020,1986-12-31,1987-09-30,1988-01-31,0.993,AMR
21020,1987-12-31,1987-12-31,1988-02-29,1.570,AMR
21020,1987-12-31,1987-12-31,1988-03-31,1.570,AMR
21020,1987-12-31,1987-12-31,1988-04-30,1.570,AMR
21020,1987-12-31,1988-03-31,1988-05-31,1.320,AMR
21020,1987-12-31,1988-03-31,1988-06-30,1.320,AMR
21020,1987-12-31,1988-03-31,1988-07-31,1.320,AMR
21020,1987-12-31,1988-06-30,1988-08-31,1.177,AMR
21020,1987-12-31,1988-06-30,1988-09-30,1.177,AMR
21020,1987-12-31,1988-06-30,1988-10-31,1.177,AMR
21020,1987-12-31,1988-09-30,1988-11-30,1.342,AMR
21020,1987-12-31,1988-09-30,1988-12-31,1.342,AMR
21020,1987-12-31,1988-09-30,1989-01-31,1.342,AMR
21020,1988-12-31,1988-12-31,1989-02-28,1.210,AMR
21020,1988-12-31,1988-12-31,1989-03-31,1.210,AMR
21020,1988-12-31,1988-12-31,1989-04-30,1.210,AMR
21020,1988-12-31,1989-03-31,1989-05-31,1.129,AMR
21020,1988-12-31,1989-03-31,1989-06-30,1.129,AMR
21020,1988-12-31,1989-03-31,1989-07-31,1.129,AMR
21020,1988-12-31,1989-06-30,1989-08-31,1.147,AMR
21020,1988-12-31,1989-06-30,1989-09-30,1.147,AMR
21020,1988-12-31,1989-06-30,1989-10-31,1.147,AMR
21020,1988-12-31,1989-09-30,1989-11-30,0.848,AMR
21020,1988-12-31,1989-09-30,1989-12-31,0.848,AMR
21020,1988-12-31,1989-09-30,1990-01-31,0.848,AMR
21020,1989-12-31,1989-12-31,1990-02-28,1.266,AMR
21020,1989-12-31,1989-12-31,1990-03-31,1.266,AMR
21020,1989-12-31,1989-12-31,1990-04-30,1.266,AMR
21020,1989-12-31,1990-03-31,1990-05-31,1.120,AMR
21020,1989-12-31,1990-03-31,1990-06-30,1.120,AMR
21020,1989-12-31,1990-03-31,1990-07-31,1.120,AMR
21020,1989-12-31,1990-06-30,1990-08-31,1.178,AMR
21020,1989-12-31,1990-06-30,1990-09-30,1.178,AMR
21020,1989-12-31,1990-06-30,1990-10-31,1.178,AMR
21020,1989-12-31,1990-09-30,1990-11-30,1.796,AMR
21020,1989-12-31,1990-09-30,1990-12-31,1.796,AMR
21020,1989-12-31,1990-09-30,1991-01-31,1.796,AMR
21020,1990-12-31,1990-12-31,1991-02-28,1.453,AMR
21020,1990-12-31,1990-12-31,1991-03-31,1.453,AMR
21020,1990-12-31,1990-12-31,1991-04-30,1.453,AMR
21020,1990-12-31,1991-03-31,1991-05-31,1.107,AMR
21020,1990-12-31,1991-03-31,1991-06-30,1.107,AMR
21020,1990-12-31,1991-03-31,1991-07-31,1.107,AMR
21020,1990-12-31,1991-06-30,1991-08-31,1.063,AMR
21020,1990-12-31,1991-06-30,1991-09-30,1.063,AMR
21020,1990-12-31,1991-06-30,1991-10-31,1.063,AMR
21020,1990-12-31,1991-09-30,1991-11-30,1.155,AMR
21020,1990-12-31,1991-09-30,1991-12-31,1.155,AMR
21020,1990-12-31,1991-09-30,1992-01-31,1.155,AMR
21020,1991-12-31,1991-12-31,1992-02-29,0.904,AMR
21020,1991-12-31,1991-12-31,1992-03-31,0.904,AMR
21020,1991-12-31,1991-12-31,1992-04-30,0.904,AMR
21020,1991-12-31,1992-03-31,1992-05-31,0.875,AMR
21020,1991-12-31,1992-03-31,1992-06-30,0.875,AMR
21020,1991-12-31,1992-03-31,1992-07-31,0.875,AMR
21020,1991-12-31,1992-06-30,1992-08-31,0.950,AMR
21020,1991-12-31,1992-06-30,1992-09-30,0.950,AMR
21020,1991-12-31,1992-06-30,1992-10-31,0.950,AMR
21020,1991-12-31,1992-09-30,1992-11-30,1.047,AMR
21020,1991-12-31,1992-09-30,1992-12-31,1.047,AMR
21020,1991-12-31,1992-09-30,1993-01-31,1.047,AMR
21020,1992-12-31,1992-12-31,1993-02-28,0.697,AMR
21020,1992-12-31,1992-12-31,1993-03-31,0.697,AMR
21020,1992-12-31,1992-12-31,1993-04-30,0.697,AMR
21020,1992-12-31,1993-03-31,1993-05-31,0.722,AMR
21020,1992-12-31,1993-03-31,1993-06-30,0.722,AMR
21020,1992-12-31,1993-03-31,1993-07-31,0.722,AMR
21020,1992-12-31,1993-06-30,1993-08-31,0.747,AMR
21020,1992-12-31,1993-06-30,1993-09-30,0.747,AMR
21020,1992-12-31,1993-06-30,1993-10-31,0.747,AMR
21020,1992-12-31,1993-09-30,1993-11-30,0.751,AMR
21020,1992-12-31,1993-09-30,1993-12-31,0.751,AMR
21020,1992-12-31,1993-09-30,1994-01-31,0.751,AMR
21020,1993-12-31,1993-12-31,1994-02-28,0.690,AMR
21020,1993-12-31,1993-12-31,1994-03-31,0.690,AMR
21020,1993-12-31,1993-12-31,1994-04-30,0.690,AMR
21020,1993-12-31,1994-03-31,1994-05-31,0.806,AMR
21020,1993-12-31,1994-03-31,1994-06-30,0.806,AMR
21020,1993-12-31,1994-03-31,1994-07-31,0.806,AMR
21020,1993-12-31,1994-06-30,1994-08-31,0.826,AMR
21020,1993-12-31,1994-06-30,1994-09-30,0.826,AMR
21020,1993-12-31,1994-06-30,1994-10-31,0.826,AMR
21020,1993-12-31,1994-09-30,1994-11-30,1.036,AMR
21020,1993-12-31,1994-09-30,1994-12-31,1.036,AMR
21020,1993-12-31,1994-09-30,1995-01-31,1.036,AMR
21020,1994-12-31,1994-12-31,1995-02-28,0.886,AMR
21020,1994-12-31,1994-12-31,1995-03-31,0.886,AMR
21020,1994-12-31,1994-12-31,1995-04-30,0.886,AMR
21020,1994-12-31,1995-03-31,1995-05-31,0.743,AMR
21020,1994-12-31,1995-03-31,1995-06-30,0.743,AMR
21020,1994-12-31,1995-03-31,1995-07-31,0.743,AMR
21020,1994-12-31,1995-06-30,1995-08-31,0.679,AMR
21020,1994-12-31,1995-06-30,1995-09-30,0.679,AMR
21020,1994-12-31,1995-06-30,1995-10-31,0.679,AMR
21020,1994-12-31,1995-09-30,1995-11-30,0.760,AMR
21020,1994-12-31,1995-09-30,1995-12-31,0.760,AMR
21020,1994-12-31,1995-09-30,1996-01-31,0.760,AMR
21020,1995-12-31,1995-12-31,1996-02-29,0.721,AMR
21020,1995-12-31,1995-12-31,1996-03-31,0.721,AMR
21020,1995-12-31,1995-12-31,1996-04-30,0.721,AMR
21020,1995-12-31,1996-03-31,1996-05-31,0.618,AMR
21020,1995-12-31,1996-03-31,1996-06-30,0.618,AMR
21020,1995-12-31,1996-03-31,1996-07-31,0.618,AMR
21020,1995-12-31,1996-06-30,1996-08-31,0.672,AMR
21020,1995-12-31,1996-06-30,1996-09-30,0.672,AMR
21020,1995-12-31,1996-06-30,1996-10-31,0.672,AMR
21020,1995-12-31,1996-09-30,1996-11-30,0.810,AMR
21020,1995-12-31,1996-09-30,1996-12-31,0.810,AMR
21020,1995-12-31,1996-09-30,1997-01-31,0.810,AMR
21020,1996-12-31,1996-12-31,1997-02-28,0.799,AMR
21020,1996-12-31,1996-12-31,1997-03-31,0.799,AMR
21020,1996-12-31,1996-12-31,1997-04-30,0.799,AMR
21020,1996-12-31,1997-03-31,1997-05-31,0.875,AMR
21020,1996-12-31,1997-03-31,1997-06-30,0.875,AMR
21020,1996-12-31,1997-03-31,1997-07-31,0.875,AMR
21020,1996-12-31,1997-06-30,1997-08-31,0.799,AMR
21020,1996-12-31,1997-06-30,1997-09-30,0.799,AMR
21020,1996-12-31,1997-06-30,1997-10-31,0.799,AMR
21020,1996-12-31,1997-09-30,1997-11-30,0.799,AMR
21020,1996-12-31,1997-09-30,1997-12-31,0.799,AMR
21020,1996-12-31,1997-09-30,1998-01-31,0.799,AMR
21020,1997-12-31,1997-12-31,1998-02-28,0.658,AMR
21020,1997-12-31,1997-12-31,1998-03-31,0.658,AMR
21020,1997-12-31,1997-12-31,1998-04-30,0.658,AMR
21020,1997-12-31,1998-03-31,1998-05-31,0.658,AMR
21020,1997-12-31,1998-03-31,1998-06-30,0.658,AMR
21020,1997-12-31,1998-03-31,1998-07-31,0.658,AMR
21020,1997-12-31,1998-06-30,1998-08-31,0.658,AMR
21020,1997-12-31,1998-06-30,1998-09-30,0.658,AMR
21020,1997-12-31,1998-06-30,1998-10-31,0.658,AMR
21020,1997-12-31,1998-09-30,1998-11-30,0.658,AMR
21020,1997-12-31,1998-09-30,1998-12-31,0.658,AMR
21020,1997-12-31,1998-09-30,1999-01-31,0.658,AMR
21020,1998-12-31,1998-12-31,1999-02-28,0.855,AMR
21020,1998-12-31,1998-12-31,1999-03-31,0.855,AMR
21020,1998-12-31,1998-12-31,1999-04-30,0.855,AMR
21020,1998-12-31,1999-03-31,1999-05-31,0.888,AMR
21020,1998-12-31,1999-03-31,1999-06-30,0.888,AMR
21020,1998-12-31,1999-03-31,1999-07-31,0.888,AMR
21020,1998-12-31,1999-06-30,1999-08-31,0.789,AMR
21020,1998-12-31,1999-06-30,1999-09-30,0.789,AMR
21020,1998-12-31,1999-06-30,1999-10-31,0.789,AMR
21020,1998-12-31,1999-09-30,1999-11-30,1.022,AMR
21020,1998-12-31,1999-09-30,1999-12-31,1.022,AMR
21020,1998-12-31,1999-09-30,2000-01-31,1.022,AMR
21020,1999-12-31,1999-12-31,2000-02-29,0.876,AMR
21020,1999-12-31,1999-12-31,2000-03-31,0.876,AMR
21020,1999-12-31,1999-12-31,2000-04-30,0.876,AMR
21020,1999-12-31,2000-03-31,2000-05-31,1.741,AMR
21020,1999-12-31,2000-03-31,2000-06-30,1.741,AMR
21020,1999-12-31,2000-03-31,2000-07-31,1.741,AMR
21020,1999-12-31,2000-06-30,2000-08-31,2.216,AMR
21020,1999-12-31,2000-06-30,2000-09-30,2.216,AMR
21020,1999-12-31,2000-06-30,2000-10-31,2.216,AMR
21020,1999-12-31,2000-09-30,2000-11-30,1.879,AMR
21020,1999-12-31,2000-09-30,2000-12-31,1.879,AMR
21020,1999-12-31,2000-09-30,2001-01-31,1.879,AMR
21020,2000-12-31,2000-12-31,2001-02-28,1.604,AMR
21020,2000-12-31,2000-12-31,2001-03-31,1.604,AMR
21020,2000-12-31,2000-12-31,2001-04-30,1.604,AMR
21020,2000-12-31,2001-03-31,2001-05-31,1.796,AMR
21020,2000-12-31,2001-03-31,2001-06-30,1.796,AMR
21020,2000-12-31,2001-03-31,2001-07-31,1.796,AMR
21020,2000-12-31,2001-06-30,2001-08-31,1.628,AMR
21020,2000-12-31,2001-06-30,2001-09-30,1.628,AMR
21020,2000-12-31,2001-06-30,2001-10-31,1.628,AMR
21020,2000-12-31,2001-09-30,2001-11-30,2.841,AMR
21020,2000-12-31,2001-09-30,2001-12-31,2.841,AMR
21020,2000-12-31,2001-09-30,2002-01-31,2.841,AMR
21020,2001-12-31,2001-12-31,2002-02-28,2.032,AMR
21020,2001-12-31,2001-12-31,2002-03-31,2.032,AMR
21020,2001-12-31,2001-12-31,2002-04-30,2.032,AMR
21020,2001-12-31,2002-03-31,2002-05-31,1.341,AMR
21020,2001-12-31,2002-03-31,2002-06-30,1.341,AMR
21020,2001-12-31,2002-03-31,2002-07-31,1.341,AMR
21020,2001-12-31,2002-06-30,2002-08-31,1.899,AMR
21020,2001-12-31,2002-06-30,2002-09-30,1.899,AMR
21020,2001-12-31,2002-06-30,2002-10-31,1.899,AMR
21020,2001-12-31,2002-09-30,2002-11-30,5.734,AMR
21020,2001-12-31,2002-09-30,2002-12-31,5.734,AMR
21020,2001-12-31,2002-09-30,2003-01-31,5.734,AMR
21020,2002-12-31,2002-12-31,2003-02-28,0.929,AMR
21020,2002-12-31,2002-12-31,2003-03-31,0.929,AMR
21020,2002-12-31,2002-12-31,2003-04-30,0.929,AMR
21020,2002-12-31,2003-03-31,2003-05-31,0.929,AMR
21020,2002-12-31,2003-03-31,2003-06-30,0.929,AMR
21020,2002-12-31,2003-03-31,2003-07-31,0.929,AMR
21020,2002-12-31,2003-06-30,2003-08-31,0.929,AMR
21020,2002-12-31,2003-06-30,2003-09-30,0.929,AMR
21020,2002-12-31,2003-06-30,2003-10-31,0.929,AMR
21020,2002-12-31,2003-09-30,2003-11-30,0.929,AMR
21020,2002-12-31,2003-09-30,2003-12-31,0.929,AMR
21020,2002-12-31,2003-09-30,2004-01-31,0.929,AMR
21020,2003-12-31,2003-12-31,2004-02-29,0.022,AMR
21020,2003-12-31,2003-12-31,2004-03-31,0.022,AMR
21020,2003-12-31,2003-12-31,2004-04-30,0.022,AMR
21020,2003-12-31,2004-03-31,2004-05-31,0.022,AMR
21020,2003-12-31,2004-03-31,2004-06-30,0.022,AMR
21020,2003-12-31,2004-03-31,2004-07-31,0.022,AMR
21020,2003-12-31,2004-06-30,2004-08-31,0.022,AMR
21020,2003-12-31,2004-06-30,2004-09-30,0.022,AMR
21020,2003-12-31,2004-06-30,2004-10-31,0.022,AMR
21020,2003-12-31,2004-09-30,2004-11-30,0.022,AMR
21020,2003-12-31,2004-09-30,2004-12-31,0.022,AMR
21020,2003-12-31,2004-09-30,2005-01-31,0.022,AMR
21020,2004-12-31,2004-12-31,2005-02-28,,AMR
21020,2004-12-31,2004-12-31,2005-03-31,,AMR
21020,2004-12-31,2004-12-31,2005-04-30,,AMR
21020,2004-12-31,2005-03-31,2005-05-31,,AMR
21020,2004-12-31,2005-03-31,2005-06-30,,AMR
21020,2004-12-31,2005-03-31,2005-07-31,,AMR
21020,2004-12-31,2005-06-30,2005-08-31,,AMR
21020,2004-12-31,2005-06-30,2005-09-30,,AMR
21020,2004-12-31,2005-06-30,2005-10-31,,AMR
21020,2004-12-31,2005-09-30,2005-11-30,,AMR
21020,2004-12-31,2005-09-30,2005-12-31,,AMR
21020,2004-12-31,2005-09-30,2006-01-31,,AMR
21020,2005-12-31,2005-12-31,2006-02-28,,AMR
21020,2005-12-31,2005-12-31,2006-03-31,,AMR
21020,2005-12-31,2005-12-31,2006-04-30,,AMR
21020,2005-12-31,2006-03-31,2006-05-31,,AMR
21020,2005-12-31,2006-03-31,2006-06-30,,AMR
21020,2005-12-31,2006-03-31,2006-07-31,,AMR
21020,2005-12-31,2006-06-30,2006-08-31,,AMR
21020,2005-12-31,2006-06-30,2006-09-30,,AMR
21020,2005-12-31,2006-06-30,2006-10-31,,AMR
21020,2005-12-31,2006-09-30,2006-11-30,,AMR
21020,2005-12-31,2006-09-30,2006-12-31,,AMR
21020,2005-12-31,2006-09-30,2007-01-31,,AMR
21020,2006-12-31,2006-12-31,2007-02-28,,AMR
21020,2006-12-31,2006-12-31,2007-03-31,,AMR
21020,2006-12-31,2006-12-31,2007-04-30,,AMR
21020,2006-12-31,2007-03-31,2007-05-31,0.031,AMR
21020,2006-12-31,2007-03-31,2007-06-30,0.031,AMR
21020,2006-12-31,2007-03-31,2007-07-31,0.031,AMR
21020,2006-12-31,2007-06-30,2007-08-31,0.093,AMR
21020,2006-12-31,2007-06-30,2007-09-30,0.093,AMR
21020,2006-12-31,2007-06-30,2007-10-31,0.093,AMR
21020,2006-12-31,2007-09-30,2007-11-30,0.149,AMR
21020,2006-12-31,2007-09-30,2007-12-31,0.149,AMR
